name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
simon-jillson;LA;0;0;0;0;0;0;0;0;0;0;0;0
sean-johnson;TOR;20;20;1800;6;24;52;67.3;32.2;15;3;7;10
kristijan-kahlina;CLT;24;24;2160;6;33;78;68.2;38.3;24;8;6;10
alec-kann;CIN;1;1;90;0;2;3;90.9;50;1;0;1;0
logan-ketterer;MTL;0;0;0;0;0;0;0;0;0;0;0;0
jonathan-klinsmann;LA;10;8;831;2;15;24;70.3;32.5;11;3;5;2
damian-las;ATX;0;0;0;0;0;0;0;0;0;0;0;0
evan-louro;CIN;0;0;0;0;0;0;0;0;0;0;0;0
ben-lundt;STL;1;1;90;0;3;4;76.2;20;0;0;1;0
zac-macmath;RSL;28;28;2475;9;36;85;67.5;40.5;34;12;9;7
jt-marcinkowski;SJ;13;12;1111;4;15;39;65.2;41;12;5;4;4
anthony-marcucci;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
george-marks;CLT;7;7;630;1;12;30;74;46.7;6;2;2;3
nick-marsman;MIA;0;0;0;0;0;0;0;0;0;0;0;0
benjamin-martino;NSH;0;0;0;0;0;0;0;0;0;0;0;0
jimmy-maurer;DAL;5;4;434;0;8;13;70.9;39.4;2;0;2;3
john-mccarthy;LAFC;25;25;2250;8;31;67;62.9;36.4;12;10;9;6
kendall-mcintosh;SKC;14;13;1191;1;20;39;71.1;34;8;5;4;5
ryan-meara;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
tim-melia;SKC;16;16;1419;3;24;45;64.9;33.3;10;8;7;1
will-meyer;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
novak-micovic;LA;2;2;180;0;6;6;83.7;50;0;0;1;1
tyler-miller;DC;25;25;2205;6;38;64;70.9;47.5;27;7;12;6
mihajlo-miskovic;CHI;0;0;0;0;0;0;0;0;0;0;0;0
;NYC;0;0;0;0;0;0;0;0;0;0;0;0
michael-nelson;HOU;0;0;0;0;0;0;0;0;0;0;0;0
emmanuel-ochoa;SJ;0;0;0;0;0;0;0;0;0;0;0;0
javier-otero;ORL;0;0;0;0;0;0;0;0;0;0;0;0
maarten-paes;DAL;30;30;2622;7;29;94;66.8;38.6;22;11;9;10
elliot-panicco;NSH;2;2;180;1;1;8;64;43.8;1;0;0;2
andrew-pannenberg-x7855;HOU;0;0;0;0;0;0;0;0;0;0;0;0
james-pantemis;MTL;2;2;173;0;5;8;78.2;28.6;5;0;2;0
dorde-petrovic;NE;22;22;1980;7;27;99;61.4;34.2;13;11;4;7
john-pulskamp;SKC;5;5;450;2;7;13;70.3;42;6;0;3;2
greg-ranjitsingh;TOR;4;4;360;0;10;14;60;38.5;7;0;4;0
vicente-reyes;ATL;0;0;0;0;0;0;0;0;0;0;0;0
spencer-richey;CHI;5;4;420;0;7;10;77.7;46.5;3;0;3;2
andrew-rick;PHI;0;0;0;0;0;0;0;0;0;0;0;0
abraham-rodriguez;COL;1;1;90;0;1;4;81;55.6;2;0;1;0
tomas-romero;TOR;6;6;540;0;13;23;73.4;48.7;10;1;5;0
abraham-romero;LAFC;0;0;0;0;0;0;0;0;0;0;0;0
eloy-room;CLB;3;3;270;1;3;7;71.4;33.3;2;1;1;1
patrick-schulte;CLB;31;31;2790;7;43;90;76.4;34.8;15;15;8;8
brady-scott;CLB;0;0;0;0;0;0;0;0;0;0;0;0
russell-shealy;CLT;0;0;0;0;0;0;0;0;0;0;0;0
jonathan-sirois;MTL;33;32;2887;11;47;98;67.6;36.8;33;12;16;5
pablo-sisniega;CLT;3;3;270;0;7;9;63.8;34.5;2;0;3;0
dayne-st-clair;MIN;30;30;2700;8;43;93;73;38.3;23;9;12;9
mason-stajduhar;ORL;4;4;360;1;6;12;60.2;38.9;4;2;1;1
aidan-stokes;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
brad-stuver;ATX;34;34;3060;6;55;130;72.2;35.5;27;10;15;9
hunter-sulte;POR;0;0;0;0;0;0;0;0;0;0;0;0
yohei-takaoka;VAN;33;33;2970;8;45;96;68.6;37.6;31;12;9;12
andrew-tarbell;HOU;1;1;90;1;0;4;100;0;1;0;0;1
andrew-thomas;SEA;0;0;0;0;0;0;0;0;0;0;0;0
holden-trent;PHI;0;0;0;0;0;0;0;0;0;0;0;0
;NE;0;0;0;0;0;0;0;0;0;0;0;0
xavier-valdez;HOU;0;0;0;0;0;0;0;0;0;0;0;0
kenneth-vermeer;CIN;0;0;0;0;0;0;0;0;0;0;0;0
isaac-walker;CLT;0;0;0;0;0;0;0;0;0;0;0;0
paul-walters;CIN;0;0;0;0;0;0;0;0;0;0;0;0
michael-webber;DAL;0;0;0;0;0;0;0;0;0;0;0;0
maxwell-weinstein;NE;0;0;0;0;0;0;0;0;0;0;0;0
quentin-westberg;ATL;6;6;495;1;10;10;86.9;55.1;5;2;2;2
joe-willis;NSH;32;32;2880;10;31;99;60.5;40.3;11;13;11;8
william-yarbrough;COL;20;20;1800;7;25;67;69.8;37.1;22;3;8;9
luis-zamudio;DC;0;0;0;0;0;0;0;0;0;0;0;0
