name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
dane-jacomen;DC;0;0;0;0;0;0;0;0;0;0;0;0
david-jensen;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
sean-johnson;NYC;34;34;3060;14;41;82;76.5;39.3;18;16;11;7
kristijan-kahlina;CLT;31;31;2790;7;48;98;70.9;41.5;16;12;16;3
alec-kann;CIN;7;7;630;1;14;21;54.4;43.6;3;2;4;1
jon-kempin;DC;2;2;180;0;5;6;46;24;2;1;1;0
logan-ketterer;MTL;0;0;0;0;0;0;0;0;0;0;0;0
jonathan-klinsmann;LA;0;0;0;0;0;0;0;0;0;0;0;0
brad-knighton;NE;4;4;360;0;8;13;77.5;36;0;1;3;0
wallis-lapsley;SEA;0;0;0;0;0;0;0;0;0;0;0;0
damian-las;ATX;0;0;0;0;0;0;0;0;0;0;0;0
evan-louro;CIN;0;0;0;0;0;0;0;0;0;0;0;0
zac-macmath;RSL;34;34;3060;10;45;102;53.2;36.5;25;12;11;11
jt-marcinkowski;SJ;33;33;2925;4;66;112;68.4;40.1;25;8;15;10
anthony-marcucci;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
george-marks;CLT;1;1;90;0;2;1;79.3;44.4;0;0;1;0
nick-marsman;MIA;7;7;630;1;12;20;68.1;41.1;2;3;4;0
jimmy-maurer;DAL;2;2;180;0;3;5;57.1;20.7;0;1;1;0
john-mccarthy;LAFC;1;1;90;0;2;4;64;25;4;0;1;0
kendall-mcintosh;SKC;2;2;180;1;2;8;76.7;41.7;4;1;1;0
ryan-meara;RBNY;1;1;90;0;2;2;81.3;40;4;0;1;0
tim-melia;SKC;21;21;1853;4;34;45;68.8;39.3;7;5;12;4
bryan-meredith;NSH;0;0;0;0;0;0;0;0;0;0;0;0
will-meyer;NSH;0;0;0;0;0;0;0;0;0;0;0;0
tyler-miller;MIN;3;2;225;0;3;8;65.6;43.2;2;0;1;2
mihajlo-miskovic;CHI;0;0;0;0;0;0;0;0;0;0;0;0
;NYC;0;0;0;0;0;0;0;0;0;0;0;0
emmanuel-ochoa;SJ;0;0;0;0;0;0;0;0;0;0;0;0
david-ochoa;RSL;0;0;0;0;0;0;0;0;0;0;0;0
david-ochoa;DC;9;9;810;2;17;32;68.7;46.7;10;1;6;2
javier-otero;ORL;0;0;0;0;0;0;0;0;0;0;0;0
maarten-paes;DAL;32;32;2880;8;34;92;64;29.4;25;13;8;11
elliot-panicco;NSH;2;2;180;0;3;7;46;29.7;1;1;0;1
james-pantemis;MTL;11;11;990;4;12;26;79.7;38;19;7;1;3
dorde-petrovic;NE;21;21;1890;7;27;85;63.5;28.9;18;6;7;8
william-pulisic;ATX;0;0;0;0;0;0;0;0;0;0;0;0
john-pulskamp;SKC;12;11;1027;3;18;33;70.7;37.6;7;5;4;3
greg-ranjitsingh;TOR;0;0;0;0;0;0;0;0;0;0;0;0
spencer-richey;CHI;1;1;90;0;2;2;36.7;29.6;0;1;0;0
rocco-rios-novo;ATL;16;15;1395;2;27;40;87;58.7;8;4;7;5
abraham-rodriguez;COL;1;0;45;0;3;2;100;0;0;0;1;0
tomas-romero;LAFC;0;0;0;0;0;0;0;0;0;0;0;0
rafael-romo;DC;14;13;1211;1;33;49;69.8;38.4;24;3;9;2
eloy-room;CLB;34;34;3060;9;41;105;63.2;34;18;10;8;16
richard-sanchez;LA;0;0;0;0;0;0;0;0;0;0;0;0
patrick-schulte;CLB;0;0;0;0;0;0;0;0;0;0;0;0
brady-scott;CLB;0;0;0;0;0;0;0;0;0;0;0;0
bobby-shuttleworth;ATL;7;6;557;0;11;10;89.4;54.5;6;1;3;3
jonathan-sirois;MTL;0;0;0;0;0;0;0;0;0;0;0;0
pablo-sisniega;CLT;2;2;180;1;2;8;62.5;47.8;1;1;1;0
gabriel-slonina;CHI;32;32;2880;12;45;82;64.5;44.7;36;9;15;8
dayne-st-clair;MIN;32;32;2835;5;48;109;58.2;34.2;28;14;14;4
mason-stajduhar;ORL;2;2;180;0;6;9;71;47.1;3;0;1;1
brad-stuver;ATX;31;31;2708;8;42;100;73.2;39.3;33;16;7;8
hunter-sulte;POR;0;0;0;0;0;0;0;0;0;0;0;0
beckham-sunderland;CIN;0;0;0;0;0;0;0;0;0;0;0;0
andrew-tarbell;ATX;4;3;352;0;7;15;85.3;41.7;2;1;3;0
andrew-thomas;SEA;0;0;0;0;0;0;0;0;0;0;0;0
matt-turner;NE;5;5;450;1;7;8;79.9;50.9;1;2;0;3
xavier-valdez;HOU;0;0;0;0;0;0;0;0;0;0;0;0
kenneth-vermeer;CIN;0;0;0;0;0;0;0;0;0;0;0;0
justin-vom-steeg;POR;0;0;0;0;0;0;0;0;0;0;0;0
quentin-westberg;TOR;10;10;900;0;24;37;66.8;40.6;7;2;7;1
joe-willis;NSH;32;32;2880;9;38;99;64.8;44.6;17;12;10;10
william-yarbrough;COL;34;34;3015;9;54;102;71.4;42.5;19;11;13;10
luis-zamudio;DC;0;0;0;0;0;0;0;0;0;0;0;0
adrian-zendejas;CLT;0;0;0;0;0;0;0;0;0;0;0;0
