name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
clint-irwin;COL;11;9;900;1;17;42;50.2;37.9;8;5;4;2
aljaz-ivacic;POR;0;0;0;0;0;0;0;0;0;0;0;0
sean-johnson;NYC;29;29;2610;7;36;78;72.5;44;31;14;5;10
alec-kann;ATL;0;0;0;0;0;0;0;0;0;0;0;0
jon-kempin;CLB;3;3;270;0;4;4;52;28.6;1;0;3;0
brad-knighton;NE;8;7;662;0;13;16;57.1;41.5;5;1;3;4
kenneth-kronholm;CHI;20;20;1800;5;27;59;71.5;42;11;6;6;8
matt-lampson;LA;1;1;90;0;4;3;85.7;80;1;0;1;0
evan-louro;RBNY;0;0;0;0;0;0;0;0;0;0;0;0
ben-lundgaard;CLB;0;0;0;0;0;0;0;0;0;0;0;0
ben-lundt;CIN;0;0;0;0;0;0;0;0;0;0;0;0
charlie-lyon;PHI;0;0;0;0;0;0;0;0;0;0;0;0
zac-macmath;VAN;8;8;720;0;13;39;65;35.7;12;1;3;4
vito-mannone;MIN;34;34;3060;11;43;132;56.2;34.1;25;15;11;8
jt-marcinkowski;SJ;0;0;0;0;0;0;0;0;0;0;0;0
jimmy-maurer;DAL;2;2;180;0;4;8;80.8;52.4;3;0;1;1
kendall-mcintosh;POR;0;0;0;0;0;0;0;0;0;0;0;0
ryan-meara;RBNY;1;1;90;0;1;4;29.6;24;1;1;0;0
tim-melia;SKC;32;32;2880;6;60;113;74;41.7;20;10;15;7
sean-melvin;VAN;0;0;0;0;0;0;0;0;0;0;0;0
bryan-meredith;SEA;0;0;0;0;0;0;0;0;0;0;0;0
tyler-miller;LAFC;28;28;2520;9;28;72;76.1;46.6;22;18;2;8
brendan-moore;ATL;0;0;0;0;0;0;0;0;0;0;0;0
trey-muse;SEA;0;0;0;0;0;0;0;0;0;0;0;0
michael-nelson;HOU;0;0;0;0;0;0;0;0;0;0;0;0
david-ochoa;RSL;0;0;0;0;0;0;0;0;0;0;0;0
david-ousted;CHI;14;14;1260;4;20;35;58.6;40.1;10;4;6;4
james-pantemis;MTL;0;0;0;0;0;0;0;0;0;0;0;0
;TOR;0;0;0;0;0;0;0;0;0;0;0;0
andrew-putna;RSL;5;5;450;2;6;12;44.9;29.4;3;2;2;1
greg-ranjitsingh;ORL;2;2;180;0;3;4;63;51.8;0;0;1;1
andre-rawls;COL;0;0;0;0;0;0;0;0;0;0;0;0
spencer-richey;CIN;19;19;1710;2;45;62;59.4;35.5;19;5;12;2
nick-rimando;RSL;29;29;2610;10;35;78;69.6;50.9;19;14;11;4
luis-robles;RBNY;33;33;2970;9;50;88;42.7;30.7;24;13;14;6
eloy-room;CLB;12;12;1080;1;14;33;65;35;5;5;2;5
brian-rowe;ORL;32;32;2880;7;49;110;54.5;36;25;9;14;9
richard-sanchez;CHI;0;0;0;0;0;0;0;0;0;0;0;0
chris-seitz;DC;1;1;90;0;1;2;29.4;14.3;0;1;0;0
bobby-shuttleworth;MIN;0;0;0;0;0;0;0;0;0;0;0;0
pablo-sisniega;LAFC;6;6;540;0;9;17;69.1;39.4;3;3;2;1
gabriel-slonina;CHI;0;0;0;0;0;0;0;0;0;0;0;0
dayne-st-clair;MIN;0;0;0;0;0;0;0;0;0;0;0;0
mason-stajduhar;ORL;0;0;0;0;0;0;0;0;0;0;0;0
zack-steffen;CLB;13;13;1170;4;17;40;67.7;36.8;8;5;6;2
brad-stuver;NYC;5;5;450;1;6;10;83.5;52.7;5;4;1;0
andrew-tarbell;SJ;0;0;0;0;0;0;0;0;0;0;0;0
matt-turner;NE;20;20;1766;5;27;89;57;38.9;11;8;4;8
przemyslaw-tyton;CIN;15;15;1350;3;30;34;61.1;41.3;13;1;10;4
daniel-vega;SJ;34;34;3060;7;55;113;72.4;44;34;13;16;5
justin-vom-steeg;LA;0;0;0;0;0;0;0;0;0;0;0;0
quentin-westberg;TOR;28;28;2505;4;41;75;72.7;46.6;25;9;9;10
joe-willis;HOU;27;27;2430;3;44;88;57;35.8;12;10;13;4
adrian-zendejas;SKC;1;1;90;0;1;3;83.8;25;0;0;0;1
kyle-zobeck;DAL;0;0;0;0;0;0;0;0;0;0;0;0
