name;club;games_played;games_started;mins;clean_sheet;goals_against;goalkeeper_saves;accurate_pass;long_ball_percentage;clearances;total_wins;total_losses;total_draws
phelipe-megiolaro;DAL;11;10;929;1;19;38;70.6;30.7;14;2;5;4
tim-melia;SKC;28;28;2520;7;33;67;78.4;40.3;16;14;8;6
bryan-meredith;NSH;0;0;0;0;0;0;0;0;0;0;0;0
tyler-miller;MIN;30;30;2700;11;34;102;56.4;33.5;28;13;7;10
;NYC;0;0;0;0;0;0;0;0;0;0;0;0
kyle-morton-x8258;HOU;1;1;90;0;2;5;50;26.7;0;0;1;0
trey-muse;SEA;0;0;0;0;0;0;0;0;0;0;0;0
michael-nelson;HOU;11;11;990;2;18;31;71.3;36.4;7;3;6;2
evan-newton;VAN;0;0;0;0;0;0;0;0;0;0;0;0
emmanuel-ochoa;SJ;0;0;0;0;0;0;0;0;0;0;0;0
david-ochoa;RSL;25;25;2250;5;40;83;57.7;41.9;29;11;10;4
elliot-panicco;NSH;0;0;0;0;0;0;0;0;0;0;0;0
james-pantemis;MTL;18;18;1620;3;27;56;77.8;39.5;26;7;6;5
william-pulisic;ATX;0;0;0;0;0;0;0;0;0;0;0;0
john-pulskamp;SKC;6;6;540;1;7;13;65.6;38.8;8;3;2;1
andrew-putna;RSL;3;2;225;0;8;6;59;39;0;1;2;0
greg-ranjitsingh;LAFC;0;0;0;0;0;0;0;0;0;0;0;0
greg-ranjitsingh;PHI;0;0;0;0;0;0;0;0;0;0;0;0
andre-rawls;COL;0;0;0;0;0;0;0;0;0;0;0;0
spencer-richey;SEA;2;2;180;2;0;5;37.3;35.4;2;2;0;0
rocco-rios-novo;ATL;0;0;0;0;0;0;0;0;0;0;0;0
abraham-rodriguez;COL;0;0;0;0;0;0;0;0;0;0;0;0
tomas-romero;LAFC;18;18;1620;4;28;34;65.9;37.1;14;7;8;3
eloy-room;CLB;30;30;2700;7;39;83;65.2;36;14;11;12;7
brian-rowe;ORL;0;0;0;0;0;0;0;0;0;0;0;0
tor-saunders;NSH;0;0;0;0;0;0;0;0;0;0;0;0
brady-scott;ATX;0;0;0;0;0;0;0;0;0;0;0;0
chris-seitz;DC;4;4;360;0;9;11;69.3;35.3;2;1;3;0
colin-shutler-x2442;DAL;0;0;0;0;0;0;0;0;0;0;0;0
bobby-shuttleworth;CHI;23;23;2070;4;38;73;67.9;40.4;16;6;13;4
parker-siegfried-x3921;SKC;0;0;0;0;0;0;0;0;0;0;0;0
kevin-silva;TOR;0;0;0;0;0;0;0;0;0;0;0;0
jonathan-sirois;MTL;0;0;0;0;0;0;0;0;0;0;0;0
pablo-sisniega;LAFC;8;8;720;1;10;14;65;37.1;4;2;3;3
gabriel-slonina;CHI;11;11;990;4;16;46;75.4;47.5;10;3;5;3
dayne-st-clair;MIN;4;4;360;0;10;11;59;34.5;1;0;4;0
mason-stajduhar;ORL;5;5;450;1;5;10;80;38.5;7;2;0;3
brad-stuver;ATX;33;33;2970;5;53;136;80;41.6;23;9;20;4
hunter-sulte;POR;2;1;112;0;5;3;68.6;35.3;1;0;2;0
beckham-sunderland;CIN;0;0;0;0;0;0;0;0;0;0;0;0
andrew-tarbell;ATX;1;1;90;0;3;2;50;22.7;2;0;1;0
andrew-thomas;SEA;0;0;0;0;0;0;0;0;0;0;0;0
brooks-thompson;SKC;0;0;0;0;0;0;0;0;0;0;0;0
matt-turner;NE;28;28;2520;5;35;101;64.7;42.8;8;17;4;7
przemyslaw-tyton;CIN;15;14;1285;2;35;53;77;46.8;18;1;11;3
daniel-vega;SJ;1;1;90;0;1;0;84.6;42.9;0;0;0;1
kenneth-vermeer;LAFC;0;0;0;0;0;0;0;0;0;0;0;0
kenneth-vermeer;CIN;19;19;1685;4;34;57;69.6;30.6;14;3;10;6
justin-vom-steeg;LA;0;0;0;0;0;0;0;0;0;0;0;0
quentin-westberg;TOR;10;10;900;0;22;35;75.3;54.2;6;0;7;3
joe-willis;NSH;34;34;3060;13;33;100;63.2;43.1;13;12;4;18
william-yarbrough;COL;33;33;2970;13;32;107;69.1;38.4;15;17;6;10
adrian-zendejas;MIN;0;0;0;0;0;0;0;0;0;0;0;0
kyle-zobeck;DAL;0;0;0;0;0;0;0;0;0;0;0;0
